Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,29.28,28.94,29.11,29.05,4844844.0,29.01
2019-01-03,29.6,28.88,29.08,29.08,6019412.0,29.04
2019-01-04,29.8,28.3,28.43,29.68,9482721.0,29.64
2019-01-07,31.14,29.81,29.88,30.9,14622167.0,30.86
2019-01-08,30.85,30.31,30.78,30.49,8111710.0,30.45
2019-01-09,31.88,30.21,30.59,30.83,16562797.0,30.79
2019-01-10,31.23,30.34,30.62,30.49,9733718.0,30.45
2019-01-11,31.08,30.5,30.58,30.63,6687779.0,30.59
2019-01-14,30.75,30.03,30.51,30.06,6923471.0,30.02
2019-01-15,30.73,29.94,30.05,30.65,8358062.0,30.61
2019-01-16,31.45,30.53,30.64,30.71,9256557.0,30.67
2019-01-17,30.8,29.91,30.8,30.08,7758229.0,30.04
2019-01-18,30.67,29.87,30.09,30.44,8432864.0,30.4
2019-01-21,31.3,30.35,30.45,31.27,14047990.0,31.23
2019-01-22,31.41,30.52,31.3,30.69,10538238.0,30.65
2019-01-23,30.69,30.21,30.57,30.46,5431417.0,30.42
2019-01-24,33.29,30.38,30.46,32.13,29487157.0,32.08
2019-01-25,32.78,31.54,32.16,31.66,20409296.0,31.62
2019-01-28,32.33,31.47,32.0,31.53,12964418.0,31.49
2019-01-29,31.4,30.02,31.4,30.65,13329984.0,30.61
2019-01-30,30.79,29.9,30.35,29.95,8716683.0,29.91
2019-01-31,30.63,29.65,30.01,30.13,8699798.0,30.09
2019-02-01,31.23,29.99,29.99,30.94,12204744.0,30.9
2019-02-11,32.2,30.95,31.03,32.13,17377623.0,32.08
2019-02-12,32.38,31.88,32.0,32.27,16207598.0,32.22
2019-02-13,34.8,32.23,32.26,33.99,31874117.0,33.94
2019-02-14,33.94,33.36,33.82,33.64,19682319.0,33.59
2019-02-15,34.57,33.47,33.59,33.64,19390116.0,33.59
2019-02-18,35.4,33.6,33.9,35.12,29233701.0,35.07
2019-02-19,35.77,34.56,35.15,35.25,27585176.0,35.2
2019-02-20,35.07,34.09,35.05,34.7,19428074.0,34.65
2019-02-21,35.6,34.0,34.54,34.05,27942502.0,34.0
2019-02-22,35.25,34.02,34.05,35.2,23395976.0,35.15
2019-02-25,38.36,35.56,36.0,38.0,44152738.0,37.95
2019-02-26,39.37,36.71,37.93,37.68,42080973.0,37.63
2019-02-27,38.41,36.73,37.35,37.33,25832067.0,37.28
2019-02-28,38.19,37.1,37.34,37.84,18480660.0,37.79
2019-03-01,38.15,37.02,37.9,37.6,15429840.0,37.55
2019-03-04,39.49,37.83,38.29,38.21,35240329.0,38.16
2019-03-05,41.76,37.5,37.7,41.37,48509031.0,41.31
2019-03-06,41.98,39.89,41.5,40.67,42342751.0,40.61
2019-03-07,41.75,39.96,40.22,40.69,33837722.0,40.63
2019-03-08,44.76,40.18,41.0,42.87,73607944.0,42.81
2019-03-11,44.98,41.55,44.65,43.44,55908913.0,43.38
2019-03-12,44.76,42.57,43.15,44.52,56924367.0,44.46
2019-03-13,44.01,41.1,44.0,41.4,42825329.0,41.34
2019-03-14,41.11,38.71,40.43,39.44,30064049.0,39.38
2019-03-15,40.13,38.9,39.6,39.27,20084903.0,39.21
2019-03-18,40.15,38.69,39.37,40.15,19923544.0,40.09
2019-03-19,41.61,39.7,40.02,40.8,22718139.0,40.74
2019-03-20,40.8,39.25,40.78,39.89,17545648.0,39.83
2019-03-21,41.6,39.89,39.98,40.88,30153085.0,40.82
2019-03-22,42.19,40.62,41.21,41.35,22816414.0,41.29
2019-03-25,42.68,40.25,40.5,41.87,28721682.0,41.81
2019-03-26,42.2,39.11,41.65,39.4,26379979.0,39.34
2019-03-27,40.66,38.22,39.55,39.95,20391940.0,39.89
2019-03-28,43.88,39.66,39.66,40.94,41396684.0,40.88
2019-03-29,45.03,39.88,40.6,45.03,78170690.0,44.97
2019-04-01,47.45,45.25,47.05,46.46,65323528.0,46.39
2019-04-02,51.11,47.01,48.01,50.23,79042250.0,50.16
2019-04-03,49.79,47.91,49.21,49.18,43184787.0,49.11
2019-04-04,51.26,48.58,50.5,49.8,32382009.0,49.73
2019-04-08,48.59,46.0,48.59,46.83,42856833.0,46.76
2019-04-09,47.56,46.01,46.36,46.7,21697255.0,46.63
2019-04-10,47.45,45.36,46.59,46.91,25383141.0,46.84
2019-04-11,47.1,44.66,47.0,45.2,24406548.0,45.14
2019-04-12,45.52,44.47,45.09,45.08,11104772.0,45.02
2019-04-15,46.61,44.62,45.82,44.66,18668550.0,44.6
2019-04-16,46.05,43.28,44.0,45.94,27983479.0,45.88
2019-04-17,46.65,44.98,46.4,45.3,21726903.0,45.24
2019-04-18,45.65,44.3,45.3,44.95,13669877.0,44.89
2019-04-19,45.8,44.78,45.4,45.14,16305110.0,45.08
2019-04-22,45.79,44.31,45.09,44.8,17921975.0,44.74
2019-04-23,44.95,42.32,44.95,42.48,23100360.0,42.42
2019-04-24,45.35,42.37,43.18,44.77,25756939.0,44.71
2019-04-25,44.9,41.68,44.3,41.89,21386471.0,41.83
2019-04-26,43.01,41.7,41.88,42.08,14845913.0,42.02
2019-05-06,40.39,37.43,39.53,37.43,21761456.0,37.38
2019-05-07,38.18,37.28,37.45,37.85,15044482.0,37.8
2019-05-08,39.93,36.45,36.93,38.41,19128866.0,38.36
2019-05-09,39.88,38.48,38.71,38.73,15346115.0,38.68
2019-05-10,41.8,37.8,39.57,41.75,28848638.0,41.69
2019-05-13,42.16,40.71,41.0,41.02,21137200.0,40.96
2019-05-14,42.18,40.58,40.6,41.16,17335576.0,41.1
2019-05-15,41.68,40.94,41.16,41.56,15564047.0,41.5
2019-05-16,42.11,40.58,41.98,41.07,13146926.0,41.01
2019-05-17,45.11,43.0,43.0,45.11,67456983.0,45.11
2019-05-20,45.11,45.11,45.11,45.11,0.0,45.11
2019-05-21,45.11,45.11,45.11,45.11,0.0,45.11
2019-05-22,45.11,45.11,45.11,45.11,0.0,45.11
2019-05-23,45.11,45.11,45.11,45.11,0.0,45.11
2019-05-24,45.11,45.11,45.11,45.11,0.0,45.11
2019-05-27,45.11,45.11,45.11,45.11,0.0,45.11
